Generic Name,RXCUI,Therapeutic Class
cetirizine,20610,SCHEDULE V
cetirizine,20610,Drug Hypersensitivity
cetirizine,20610,"Rhinitis, Allergic, Perennial"
cetirizine,20610,Urticaria
cetirizine,20610,Cetirizine
cetirizine,20610,Histamine H1 Receptor Antagonists
cetirizine,20610,Decreased Histamine Activity
cetirizine,20610,Histamine H1 receptor antagonist-containing product
cetirizine,20610,Piperazine and/or piperazine derivative-containing product
cetirizine,20610,Histamine-1 Receptor Antagonist
cetirizine,20610,Other antiallergics
cetostearyl alcohol,1307840,Fatty Alcohols
cetrimide,288088,Cationic surfactant-containing product
cetrimide,288088,Quaternary ammonium compound-containing product
cetrimide,288088,Cetrimonium
cetrimide,288088,Quaternary ammonium compounds
cetrimide,288088,Medicated shampoos
cetrimides,2284,Cetrimonium Compounds
cetrimonium,20614,Cetrimonium
cetrimonium,20614,Quaternary ammonium compounds
cetrimonium,20614,Antiseptics
cetromonium,2056290,Cetrimonium
cetrorelix,68147,Drug Hypersensitivity
cetrorelix,68147,Chorionic Gonadotropin
cetrorelix,68147,Gonadotropin-Releasing Hormone
cetrorelix,68147,Mannitol
cetrorelix,68147,Pregnancy
cetrorelix,68147,Ovarian Hyperstimulation Syndrome
cetrorelix,68147,Renal Insufficiency
cetrorelix,68147,Pituitary Hormones Receptor Interactions
cetrorelix,68147,Hormone Receptor Modulators
cetrorelix,68147,Decreased GnRH Secretion
cetrorelix,68147,Inhibit Ovulation
cetrorelix,68147,Ovarian Luteal Phase Alteration
cetrorelix,68147,Decreased Luteinizing Hormone Secretion
cetrorelix,68147,Gonadotropin Releasing Hormone Receptor Antagonists
cetrorelix,68147,Anti-gonadotropin-releasing hormones
cetrorelix,68147,ANTERIOR PITUITARY
cetrorelix,68147,Gonadotropin releasing hormone receptor antagonist-containing product
cetrorelix,68147,Peptide-containing product
cetrorelix,68147,Gonadotropin Releasing Hormone Receptor Antagonist
cetuximab,318341,"ANTINEOPLASTIC,OTHER"
cetuximab,318341,EGFR (Epidermal Growth Factor Receptor) inhibitors
cetuximab,318341,Immunomodulator-containing product
cetuximab,318341,Monoclonal antibody antineoplastic agent
cetuximab,318341,Epidermal growth factor receptor antagonist antineoplastic agent
cetuximab,318341,Cetuximab
cetuximab,318341,"Carcinoma, Squamous Cell"
cetuximab,318341,HER1 Antagonists
cetuximab,318341,Epidermal Growth Factor Receptor Antagonist
cetyl alcohol,20615,Alcohol-containing product
cetyl alcohol,20615,Fatty Alcohols
cetyl lactate,1368150,Lactates
cetyl myristoleate,1314343,Waxes
cetyl palmitate,1311485,Palmitates
cetyl phosphate,1306184,Organophosphates
cetyl sulfate,1366920,Fatty Alcohols
cetyldimethylethylammonium bromide,1427238,Quaternary Ammonium Compounds
cetylpyridinium,2286,"ANESTHETICS,MUCOSAL"
cetylpyridinium,2286,Antiseptics
cetylpyridinium,2286,Antiinfectives and antiseptics for local oral treatment
cetylpyridinium,2286,MOUTHWASHES
cetylpyridinium,2286,Dental Plaque
cetylpyridinium,2286,Cetylpyridinium
cetylpyridinium,2286,Cationic surfactant-containing product
cetylpyridinium,2286,Nitrogen and/or nitrogen compound-containing product
cetylpyridinium,2286,Antiinfectives
cetylpyridinium,2286,Quaternary ammonium compounds
cetylpyridinium,2286,Medicated dressings with antiinfectives
cevimeline,44281,Asthma
cevimeline,44281,Drug Hypersensitivity
cevimeline,44281,Iritis
cevimeline,44281,Quinuclidines
cevimeline,44281,Xerostomia
cevimeline,44281,"Glaucoma, Angle-Closure"
cevimeline,44281,Cholinergic Muscarinic Agonists
cevimeline,44281,Pupillary Constriction
cevimeline,44281,Salivation Stimulation
cevimeline,44281,"AUTONOMIC AGENTS,OTHER"
cevimeline,44281,Other parasympathomimetics
cevimeline,44281,Muscarinic receptor agonist-containing product
cevimeline,44281,Thiophenes
cevimeline,44281,Cholinergic Receptor Agonist
Chaetomium globosum allergenic extract,466197,Allergen extracts
Chaetomium globosum allergenic extract,466197,Allergens
Chaetomium globosum allergenic extract,466197,Asthma
Chaetomium globosum allergenic extract,466197,Cardiovascular Diseases
Chaetomium globosum allergenic extract,466197,Fungal Proteins
Chaetomium globosum allergenic extract,466197,Hemorrhagic Disorders
Chaetomium globosum allergenic extract,466197,Hypersensitivity
Chaetomium globosum allergenic extract,466197,Immune System Diseases
Chaetomium globosum allergenic extract,466197,Immunologic Factor Interactions
Chaetomium globosum allergenic extract,466197,Adrenergic beta-Antagonists
Chaetomium globosum allergenic extract,466197,Increased Histamine Release
Chaetomium globosum allergenic extract,466197,Increased T Lymphocyte Activation
Chaetomium globosum allergenic extract,466197,Cell-mediated Immunity
Chaetomium globosum allergenic extract,466197,Increased IgG Production
Chaetomium globosum allergenic extract,466197,Non-Standardized Fungal Allergenic Extract
chalcone,2592960,Chalcone
chamomile extract,1309226,Plant Extracts
chamomile flowers,221916,HERBS/ALTERNATIVE THERAPIES
channel catfish allergenic extract,2102475,Allergen extracts
charcoal,2296,Alkalies
charcoal,2296,Charcoal
charcoal,2296,Diarrhea
charcoal,2296,Flatulence
charcoal,2296,Organic Chemicals
charcoal,2296,Poisoning
charcoal,2296,Toxemia
charcoal,2296,Uremia
charcoal,2296,Drug Overdose
charcoal,2296,Drug-Related Side Effects and Adverse Reactions
charcoal,2296,Chelating Activity
charcoal,2296,Increased Renal Organic Ion Excretion
charcoal,2296,Inhibition Large Intestine Fluid/Electrolyte Absorption
charcoal,2296,Inhibition Small Intestine Fluid/Electrolyte Absorption
chaste tree preparation,236664,"Drugs, Chinese Herbal"
chaste tree preparation,236664,Other gynecologicals
cheat grass pollen extract,852225,Allergens
cheat grass pollen extract,852225,Pollen
cheat grass pollen extract,852225,Increased Histamine Release
cheat grass pollen extract,852225,Cell-mediated Immunity
cheat grass pollen extract,852225,Increased IgG Production
cheat grass pollen extract,852225,Non-Standardized Pollen Allergenic Extract
cheat grass pollen extract,852225,Allergen extracts
chenodeoxycholate,42588,Bile acid-containing product
chenodeoxycholate,42588,Bile acids and derivatives
chenodeoxycholate,42588,Chenodeoxycholic Acid
chenodeoxycholate,42588,Drug Hypersensitivity
chenodeoxycholate,42588,Liver Diseases
chenodeoxycholate,42588,Pancreatitis
chenodeoxycholate,42588,"GASTRIC MEDICATIONS,OTHER"
cherry birch pollen extract,852144,Allergen extracts
cherry birch pollen extract,852144,Allergens
cherry birch pollen extract,852144,Pollen
cherry birch pollen extract,852144,Increased Histamine Release
cherry birch pollen extract,852144,Cell-mediated Immunity
cherry birch pollen extract,852144,Increased IgG Production
cherry birch pollen extract,852144,Non-Standardized Pollen Allergenic Extract
cherry juice,1307717,Hypersensitivity
cherry juice,1307717,Immunologic Factor Interactions
cherry juice,1307717,Increased Histamine Release
cherry juice,1307717,Increased T Lymphocyte Activation
cherry juice,1307717,Cell-mediated Immunity
cherry juice,1307717,Increased IgG Production
chicken allergenic extract,892653,Allergens
chicken allergenic extract,892653,Dietary Proteins
chicken allergenic extract,892653,Increased Histamine Release
chicken allergenic extract,892653,Cell-mediated Immunity
chicken allergenic extract,892653,Poultry Proteins
chicken allergenic extract,892653,Non-Standardized Food Allergenic Extract
chicken allergenic extract,892653,Allergen extracts
chicken feather extract,894934,Allergen extracts
chicken feather extract,894934,Allergens
chicken feather extract,894934,Feathers
chicken feather extract,894934,Increased Histamine Release
chicken feather extract,894934,Cell-mediated Immunity
chicken feather extract,894934,Increased IgG Production
chicken feather extract,894934,Non-Standardized Feather Allergenic Extract
chickpea allergenic extract,1011049,Allergens
chickpea allergenic extract,1011049,Dietary Proteins
chickpea allergenic extract,1011049,Plant Proteins
chickpea allergenic extract,1011049,"Plant Proteins, Dietary"
chickpea allergenic extract,1011049,Increased Histamine Release
chickpea allergenic extract,1011049,Cell-mediated Immunity
chickpea allergenic extract,1011049,Non-Standardized Food Allergenic Extract
chickpea allergenic extract,1011049,Non-Standardized Plant Allergenic Extract
"chikungunya virus antigen, live attenuated LR2006 OPY1 strain",2673238,Chikungunya
"chikungunya virus antigen, live attenuated LR2006 OPY1 strain",2673238,HIV Infections
"chikungunya virus antigen, live attenuated LR2006 OPY1 strain",2673238,Chikungunya Fever
"chikungunya virus antigen, live attenuated LR2006 OPY1 strain",2673238,Actively Acquired Immunity
"chikungunya virus antigen, live attenuated LR2006 OPY1 strain",2673238,VACCINES
Chinese elm pollen extract,852844,"IMMUNOLOGICAL AGENTS,OTHER"
Chinese elm pollen extract,852844,Allergen extracts
Chinese elm pollen extract,852844,Allergens
Chinese elm pollen extract,852844,Pollen
Chinese elm pollen extract,852844,Increased Histamine Release
Chinese elm pollen extract,852844,Cell-mediated Immunity
Chinese elm pollen extract,852844,Increased IgG Production
Chinese elm pollen extract,852844,Non-Standardized Pollen Allergenic Extract
chinquapin oak pollen extract,2167695,Allergens
chinquapin oak pollen extract,2167695,Pollen
chinquapin oak pollen extract,2167695,Increased Histamine Release
chinquapin oak pollen extract,2167695,Cell-mediated Immunity
chinquapin oak pollen extract,2167695,Increased IgG Production
chinquapin oak pollen extract,2167695,Non-Standardized Pollen Allergenic Extract
chitosan,59038,HERBS/ALTERNATIVE THERAPIES
chitosan,59038,Chitosan
chitosan medium molecular weight (200-800 MPA.S),1368152,Chitosan
chlophedianol,21254,Propanolamines
chlophedianol,21254,Other cough suppressants
chlophedianol,21254,ANTIHISTAMINE/ANTITUSSIVE
chloral betaine,89808,Chloral derivative-containing product
chlorambucil,2346,"ANTINEOPLASTICS,ALKYLATING AGENTS"
chlorambucil,2346,Nitrogen mustard analogues
chlorambucil,2346,Nitrogen mustard derivative antineoplastic agent
chlorambucil,2346,Breast Neoplasms
chlorambucil,2346,Chlorambucil
chlorambucil,2346,Choriocarcinoma
chlorambucil,2346,Drug Hypersensitivity
chlorambucil,2346,Hodgkin Disease
chlorambucil,2346,"Lymphoma, Non-Hodgkin"
chlorambucil,2346,Waldenstrom Macroglobulinemia
chlorambucil,2346,Ovarian Neoplasms
chlorambucil,2346,Pregnancy
chlorambucil,2346,Testicular Neoplasms
chlorambucil,2346,Thrombocytosis
chlorambucil,2346,"Leukemia, Lymphocytic, Chronic, B-Cell"
chlorambucil,2346,Alkylating Activity
chlorambucil,2346,Decreased DNA Integrity
chlorambucil,2346,Decreased DNA Replication
chlorambucil,2346,Alkylating Drug
chloramine-T,20762,Chloramines
chloramine-T,20762,Sulfonamide-containing product
chloramine-T,20762,Tosyl Compounds
chloramine-T,20762,Other antiseptics and disinfectants
chloramphenicol,2348,Amphenicols
chloramphenicol,2348,Antiinfectives
chloramphenicol,2348,Bacteroides Infections
chloramphenicol,2348,Chloramphenicol
chloramphenicol,2348,Drug Hypersensitivity
chloramphenicol,2348,Haemophilus Infections
chloramphenicol,2348,"Meningitis, Meningococcal"
chloramphenicol,2348,Otitis Externa
chloramphenicol,2348,Rickettsia Infections
chloramphenicol,2348,Salmonella Infections
chloramphenicol,2348,Streptococcal Infections
chloramphenicol,2348,"Eye Infections, Bacterial"
chloramphenicol,2348,Protein Synthesis Inhibitors
chloramphenicol,2348,Decreased Protein Synthesis
chloramphenicol,2348,Antibacterial Agent
chloramphenicol,2348,Amphenicol antibacterial agent
chloramphenicol,2348,Other antibiotics for topical use
chloramphenicol,2348,Antiinfectives for treatment of acne
chloramphenicol,2348,Antibiotics
chloramphenicol,2348,Amphenicol-class Antibacterial
chloramphenicol,2348,CHLORAMPHENICOL
chlorcyclizine,2354,Piperazine derivatives
chlorcyclizine,2354,Drug Hypersensitivity
chlorcyclizine,2354,Motion Sickness
chlorcyclizine,2354,Piperazines
chlorcyclizine,2354,Pruritus
chlorcyclizine,2354,"Rhinitis, Allergic, Perennial"
chlorcyclizine,2354,Vomiting
chlorcyclizine,2354,Histamine H1 Receptor Antagonists
chlorcyclizine,2354,Decreased Histamine Activity
chlordiazepoxide,2356,Alcohol Withdrawal Delirium
chlordiazepoxide,2356,Anxiety Disorders
chlordiazepoxide,2356,Chlordiazepoxide
chlordiazepoxide,2356,Drug Hypersensitivity
chlordiazepoxide,2356,Myocardial Infarction
chlordiazepoxide,2356,Pregnancy
chlordiazepoxide,2356,"Glaucoma, Angle-Closure"
chlordiazepoxide,2356,GABA A Modulators
chlordiazepoxide,2356,Monoamine Oxidase Inhibitors
chlordiazepoxide,2356,Increased Central Nervous System GABA Activity
chlordiazepoxide,2356,Benzodiazepine-containing product
chlordiazepoxide,2356,Benzodiazepines
chlordiazepoxide,2356,Benzodiazepine
chlordiazepoxide,2356,Benzodiazepine derivatives
chlordiazepoxide,2356,Synthetic anticholinergic agents in combination with psycholeptics
chlordiazepoxide,2356,"CNS MEDICATIONS,OTHER"
chlordiazepoxide,2356,Antidepressants in combination with psycholeptics
chlordiazepoxide,2356,SCHEDULE IV
chlordiazepoxide,2356,ANTIMUSCARINIC/ANTIPASMODIC COMBINATIONS
chlordiazepoxide,2356,BENZODIAZEPINE DERIVATIVE SEDATIVES/HYPNOTICS
chlorfenethazine,20785,Chlorpromazine
chlorhexidine,2358,Biguanides and amidines
chlorhexidine,2358,"ANTIBACTERIAL,TOPICAL"
chlorhexidine,2358,"Candidiasis, Oral"
chlorhexidine,2358,Drug Hypersensitivity
chlorhexidine,2358,Periodontal Diseases
chlorhexidine,2358,"Skin Diseases, Infectious"
chlorhexidine,2358,Gram-Negative Bacterial Infections
chlorhexidine,2358,Gram-Positive Bacterial Infections
chlorhexidine,2358,Physiochemical Activity
chlorhexidine,2358,Decreased Cell Wall Integrity
chlorhexidine,2358,Antiinfectives and antiseptics for local oral treatment
chlorhexidine,2358,MOUTHWASHES
chlorhexidine,2358,Chlorhexidine
chlorhexidine,2358,Biguanide-containing product
chlorhexidine,2358,Antiinfectives
chlorhexidine,2358,Medicated dressings with antiinfectives
chlorhexidine,2358,Antiseptics
chlorhexidine,2358,Other antiinfectives
chloric acid,1546391,Chlorates
chloride ion,153974,Drug Hypersensitivity
chloride ion,153974,Nutritional and Metabolic Diseases
chloride ion,153974,Electrolyte Activity
chloride ion,153974,Acid-Base Activity
chloride ion,153974,Cellular Activity Alteration
chlorine,1310122,Chlorine
chlorine dioxide,20799,Oxides
chlorine dioxide,20799,Chlorine Compounds
chlormadinone,78904,Chlormadinone Acetate
chlormadinone,78904,Pregnadien derivatives
chlormethiazole,2372,Chlormethiazole
chlormethiazole,2372,Sleep Initiation and Maintenance Disorders
chlormethiazole,2372,Parkinson Disease
chlormethiazole,2372,Psychomotor Agitation
chlormethiazole,2372,Substance Withdrawal Syndrome
chlormethiazole,2372,GABA A Modulators
chlormethiazole,2372,Gamma Amino Butyric Acid (GABA) Activity Alteration
chlormethiazole,2372,Thiazole-containing product
chlormethiazole,2372,Other hypnotics and sedatives
chlormezanone,2373,Chlorinated hydrocarbon-containing product
chlormezanone,2373,Sulfur and/or sulfur compound-containing product
chlormezanone,2373,Nitrogen and/or nitrogen compound-containing product
chlormezanone,2373,Anxiety Disorders
chlormezanone,2373,Chlormezanone
chlormezanone,2373,Drug Hypersensitivity
chlormezanone,2373,Muscle Spasticity
chlormezanone,2373,"Oxazol, thiazine, and triazine derivatives"
chlormezanone,2373,Decreased Organized Electrical Activity
chlormezanone,2373,Unknown Cellular or Molecular Interaction
chlormezanone,2373,Centrally-mediated Muscle Relaxation
chloroacetate,48008,Acetates
chlorobutanol,2378,Alcohol-containing product
chlorobutanol,2378,Chloral derivative-containing product
chlorobutanol,2378,Other antiemetics
chlorobutanol,2378,Chlorobutanol
chlorocitric acid,2462207,Citrates
chlorocresol,20823,Cresol structure-containing product
chlorocresol,20823,Chlorophenols
chlorocresol,20823,Cresols
chloroform,1362698,Chlorinated hydrocarbon-containing product
chloroform,1362698,Chloroform
chloroform,1362698,Halogenated hydrocarbons
chlorogenic acid,1311387,Chlorogenic Acid
chlorokojic acid,2199653,Pyrones
chloromethyl methyl ether,1312362,Methyl Ethers
chlorophyll,2388,"ODOR CONTROL PRODUCTS,OSTOMY"
chlorophyll,2388,Chlorophyll
chlorophyllin,20852,Chlorophyllides
chlorophyllin copper complex,82242,"ODOR CONTROL PRODUCTS,OSTOMY"
chlorophyllin copper complex,82242,Chlorophyllides
chlorophyllin copper complex,82242,Drug Hypersensitivity
chlorophyllin copper complex,82242,Inflammation
chlorophyllin copper complex,82242,Pain
chlorophyllin copper complex,82242,Unknown Cellular or Molecular Interaction
chlorophyllin copper complex,82242,Unknown Physiological Effect
chloroprocaine,20859,"LOCAL ANESTHETICS,INJECTION"
chloroprocaine,20859,Esters of aminobenzoic acid
chloroprocaine,20859,Carboxylic acid and/or carboxylic acid derivative-containing product
chloroprocaine,20859,Bupivacaine
chloroprocaine,20859,Drug Hypersensitivity
chloroprocaine,20859,Esters
chloroprocaine,20859,Myasthenia Gravis
chloroprocaine,20859,Pain
chloroprocaine,20859,Procaine
chloroprocaine,20859,Sodium Channel Interactions
chloroprocaine,20859,Decreased Organized Electrical Activity
chloroprocaine,20859,Ester Local Anesthetic
chloroprocaine,20859,Local Anesthesia
chloroprocaine,20859,Local anesthetics
chloroprocaine,20859,"LOCAL ANESTHETICS,TOPICAL"
chloropropylate,1435282,Benzilates
chloropyramine,20861,Ethylenediamines
chloropyramine,20861,Antihistamines for topical use
